ip,time,method,endpoint,status,size,agent
49.36.50.232,2025-07-07 04:50:29+00:00,POST,/api/cards/viewed-card/,200,26,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:31+00:00,POST,/api/cards/play-and-sponsor/,200,51,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:31+00:00,GET,/api/user/info/,200,116,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:31+00:00,GET,/api/cards/check-level/,200,94,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:32+00:00,GET,/api/cards/play-and-sponsor/,200,289,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:34+00:00,POST,/api/cards/viewed-card/,200,26,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:35+00:00,POST,/api/cards/play-and-sponsor/,200,51,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:35+00:00,GET,/api/cards/check-level/,200,94,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:35+00:00,GET,/api/user/info/,200,116,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:36+00:00,GET,/api/cards/play-and-sponsor/,200,295,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:37+00:00,POST,/api/cards/viewed-card/,200,26,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:39+00:00,POST,/api/cards/play-and-sponsor/,200,51,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:39+00:00,GET,/api/cards/check-level/,200,94,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:39+00:00,GET,/api/user/info/,200,116,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:40+00:00,GET,/api/cards/play-and-sponsor/,200,286,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:41+00:00,POST,/api/cards/viewed-card/,200,26,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:43+00:00,POST,/api/cards/play-and-sponsor/,200,51,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:43+00:00,GET,/api/cards/check-level/,200,94,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:43+00:00,GET,/api/user/info/,200,116,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:44+00:00,GET,/api/cards/play-and-sponsor/,200,52,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:44+00:00,GET,/api/cards/banner-ads/,200,52,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:44+00:00,GET,/api/user/info/,200,116,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:46+00:00,GET,/api/stats/get-rank/,200,50,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:46+00:00,GET,/api/stats/leaderboard/,200,1739,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
49.36.50.232,2025-07-07 04:50:46+00:00,GET,/api/stats/idiom-stats/,200,216,culturemaxapk/1 CFNetwork/3826.500.131 Darwin/24.5.0
43.129.169.161,2025-07-07 04:59:53+00:00,HEAD,/Core/Skin/Login.aspx,301,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
43.129.169.161,2025-07-07 04:59:54+00:00,HEAD,/Core/Skin/Login.aspx,404,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36"
172.202.117.213,2025-07-07 05:08:22+00:00,GET,/owa/auth/logon.aspx,302,154,Mozilla/5.0 zgrab/0.x
